,Age,Gender,Income Level,Dietary Preference,Exercise Frequency,Eating Disorder Habit,Location,Daily Caloric Intake
1953,51,Male,Low,Vegetarian,Medium,restrictive_eating,champaign,2692.8
1954,22,Male,Low,Vegetarian,Low,restrictive_eating,chicago,1045.44
1955,50,Female,High,Non-vegetarian,Low,binge_eating,champaign,3564
1956,60,Female,Medium,vegan,Medium,binge_eating,nashville,3240
1957,39,Female,High,Vegetarian,High,restrictive_eating,naperville,2779.92
1958,51,Male,Medium,Vegetarian,Medium,restrictive_eating,champaign,3366
1959,55,Male,Medium,Non-vegetarian,High,binge_eating,naperville,4880.333333
1960,48,Female,Medium,vegan,Low,restrictive_eating,naperville,2332.8
1961,36,Male,High,vegan,Low,restrictive_eating,nashville,2566.08
1962,36,Female,Low,Vegetarian,Low,restrictive_eating,champaign,1399.68
1963,45,Female,Medium,vegan,Low,restrictive_eating,springfield,2187
1964,34,Male,Medium,vegan,High,restrictive_eating,naperville,2468.4
1965,39,Male,Medium,vegan,Low,binge_eating,naperville,2316.6
1966,53,Male,Medium,Vegetarian,Low,binge_eating,chicago,3148.2
1967,57,Female,Medium,vegan,Medium,binge_eating,alton,3078
1968,18,Male,High,Vegetarian,Medium,binge_eating,nashville,1425.6
1969,33,Male,Low,Non-vegetarian,Low,binge_eating,naperville,1916.64
1970,38,Male,Medium,vegan,High,binge_eating,chicago,2758.8
1971,36,Male,Low,vegan,Low,restrictive_eating,chicago,1710.72
1972,52,Male,High,Non-vegetarian,High,restrictive_eating,naperville,5536.96
1973,55,Female,Low,Vegetarian,Medium,restrictive_eating,alton,2376
1974,49,Female,Low,Vegetarian,Low,restrictive_eating,champaign,1905.12
1975,30,Female,High,Non-vegetarian,Low,binge_eating,nashville,2138.4
1976,54,Male,Medium,Non-vegetarian,High,restrictive_eating,alton,4791.6
1977,47,Female,Medium,Non-vegetarian,High,restrictive_eating,chicago,3412.2
1978,40,Male,High,Non-vegetarian,Low,binge_eating,chicago,3484.8
1979,20,Male,Low,vegan,Low,restrictive_eating,champaign,950.4
1980,56,Male,Low,Non-vegetarian,High,binge_eating,alton,3975.253333
1981,44,Female,High,vegan,High,restrictive_eating,springfield,3136.32
1982,54,Female,High,vegan,Low,restrictive_eating,chicago,3149.28
1983,43,Male,Low,Vegetarian,Low,binge_eating,naperville,2043.36
1984,18,Female,Low,vegan,High,binge_eating,champaign,855.36
1985,45,Male,Medium,Vegetarian,High,restrictive_eating,alton,3267
1986,22,Female,High,Vegetarian,Medium,binge_eating,chicago,1425.6
1987,51,Male,High,Vegetarian,High,binge_eating,nashville,4443.12
1988,18,Male,High,vegan,Medium,restrictive_eating,naperville,1425.6
1989,32,Male,Low,Non-vegetarian,Low,binge_eating,chicago,1858.56
1990,24,Male,Medium,Non-vegetarian,Low,restrictive_eating,springfield,1742.4
1991,25,Male,Medium,vegan,Medium,binge_eating,champaign,1650
1992,34,Male,Low,vegan,Low,binge_eating,nashville,1615.68
1993,52,Female,Medium,vegan,Low,binge_eating,naperville,2527.2
1994,59,Male,Low,Vegetarian,High,restrictive_eating,springfield,3426.72
1995,33,Male,Low,vegan,Low,restrictive_eating,champaign,1568.16
1996,50,Female,High,vegan,Medium,binge_eating,springfield,3240
1997,44,Female,Medium,vegan,Medium,binge_eating,nashville,2376
1998,44,Male,High,Non-vegetarian,Low,binge_eating,springfield,3833.28
1999,22,Female,High,Vegetarian,Low,binge_eating,naperville,1283.04
